x,y,t
-34.645598094,29.278538920000017,0.0
-34.63909435827275,29.276960192242953,0.00021867483052700635
-34.632587231452774,29.275375448712545,0.0004373496610540127
-34.62607671545781,29.273784691972125,0.000656024491581019
-34.61956281220558,29.272187924584983,0.0008746993221080254
-34.61304552361381,29.27058514911446,0.0010933741526350316
-34.606524851600206,29.268976368123848,0.001312048983162038
-34.60000079808251,29.26736158417648,0.0015307238136890444
-34.59347336497844,29.26574079983565,0.0017493986442160508
-34.586942554205734,29.264114017664696,0.0019680734747430572
-34.58040836768209,29.2624812402269,0.002186748305270063
-34.57387080732524,29.260842470085613,0.0024054231357970696
-34.56732987505291,29.259197709804113,0.002624097966324076
-34.560785572782834,29.257546961945742,0.0028427727968510824
-34.554237902432725,29.255890229073803,0.003061447627378089
-34.547686865920284,29.254227513751598,0.0032801224579050953
-34.54113246516328,29.252558818542457,0.0034987972884321017
-34.534574702079404,29.250884146009685,0.0037174721189591076
-34.528013578586396,29.24920349871661,0.0039361469494861145
-34.52144909660198,29.247516879226527,0.0041548217800131204
-34.51488125804386,29.245824290102767,0.004373496610540126
-34.50831006482978,29.24412573390863,0.004592171441067133
-34.50173551887745,29.242421213207436,0.004810846271594139
-34.49515762210461,29.240710730562494,0.005029521102121146
-34.48857637642895,29.238994288537132,0.005248195932648152
-34.48199178376824,29.237271889694647,0.005466870763175159
-34.47540384604017,29.23554353659836,0.005685545593702165
-34.468812565162466,29.23380923181158,0.005904220424229171
-34.46221794305288,29.23206897789764,0.006122895254756178
-34.4556199816291,29.230322777419833,0.006341570085283184
-34.44901868280887,29.22857063294147,0.0065602449158101905
-34.44241404850991,29.226812547025894,0.0067789197463371965
-34.43580608064993,29.225048522236378,0.006997594576864203
-34.42919478114667,29.223278561136272,0.007216269407391209
-34.42258015191785,29.221502666288867,0.007434944237918215
-34.415962194881196,29.21972084025749,0.007653619068445222
-34.409340911954416,29.217933085605445,0.007872293898972229
-34.402716305055264,29.216139404896055,0.008090968729499234
-34.39608837610142,29.214339800692624,0.008309643560026241
-34.38945712701065,29.212534275558475,0.008528318390553248
-34.38282255970065,29.210722832056916,0.008746993221080253
-34.37618467608916,29.208905472751272,0.00896566805160726
-34.369543478093895,29.207082200204837,0.009184342882134267
-34.362898967632574,29.205253016980944,0.009403017712661273
-34.356251146622945,29.203417925642896,0.009621692543188278
-34.3496000169827,29.20157692875401,0.009840367373715285
-34.34294558062958,29.199730028877603,0.010059042204242292
-34.336287839481294,29.197877228576974,0.010277717034769297
-34.32962679545559,29.19601853041546,0.010496391865296304
-34.32296245047017,29.194153936956354,0.010715066695823311
-34.31629480644277,29.192283450762993,0.010933741526350318
-34.3096238652911,29.190407074398664,0.011152416356877323
-34.30294962893291,29.1885248104267,0.01137109118740433
-34.29627209928588,29.186636661410404,0.011589766017931337
-34.28959127826777,29.1847426299131,0.011808440848458342
-34.2829071677963,29.18284271849809,0.012027115678985349
-34.276219769789186,29.180936929728706,0.012245790509512355
-34.26952908616415,29.179025266168246,0.012464465340039362
-34.26283511883891,29.17710773038002,0.012683140170566367
-34.25613786973121,29.17518432492736,0.012901815001093374
-34.249437340758746,29.17325505237356,0.013120489831620381
-34.24273353383927,29.171319915281952,0.013339164662147386
-34.236026450890485,29.169378916215837,0.013557839492674393
-34.22931609383012,29.167432057738537,0.0137765143232014
-34.2226024645759,29.16547934241336,0.013995189153728407
-34.21588556504555,29.16352077280363,0.014213863984255412
-34.20916539715679,29.16155635147264,0.014432538814782419
-34.20244196282735,29.15958608098373,0.014651213645309425
-34.19571526397494,29.15760996390019,0.01486988847583643
-34.1889853025173,29.155628002785352,0.015088563306363437
-34.18225208037215,29.153640200202528,0.015307238136890444
-34.175515599457206,29.151646558715015,0.015525912967417451
-34.16877586169019,29.149647080886144,0.015744587797944458
-34.16203286898883,29.14764176927922,0.01596326262847146
-34.15528662327086,29.145630626457567,0.016181937458998468
-34.148537126453974,29.14361365498448,0.016400612289525475
-34.14178438045594,29.141590857423303,0.016619287120052482
-34.13502838719444,29.13956223633732,0.01683796195057949
-34.12826914858723,29.137527794289866,0.017056636781106495
-34.121506666552,29.13548753384423,0.017275311611633502
-34.11474094300651,29.13344145756376,0.017493986442160506
-34.10797197986845,29.131389568011734,0.017712661272687513
-34.10119977905557,29.1293318677515,0.01793133610321452
-34.09442434248557,29.127268359346342,0.018150010933741526
-34.08764567207619,29.125199045359594,0.018368685764268533
-34.080863769745164,29.12312392835457,0.01858736059479554
-34.07407863741018,29.121043010894567,0.018806035425322547
-34.067290276989,29.11895629554291,0.01902471025584955
-34.06049869039931,29.11686378486291,0.019243385086376557
-34.05370387955887,29.11476548141789,0.019462059916903564
-34.04690584638537,29.112661387771148,0.01968073474743057
-34.04010459279657,29.110551506486008,0.019899409577957577
-34.03330012071016,29.108435840125786,0.020118084408484584
-34.02649243204389,29.10631439125379,0.02033675923901159
-34.01968152871545,29.104187162433334,0.020555434069538595
-34.0128674126426,29.10205415622774,0.0207741089000656
-34.00605008574304,29.099915375200315,0.020992783730592608
-33.99922954993452,29.09777082191437,0.021211458561119615
-33.99240580713472,29.09562049893322,0.021430133391646622
-33.98557885926141,29.09346440882019,0.02164880822217363
-33.978748708232295,29.091302554138586,0.021867483052700636
-33.97191535596509,29.089134937451707,0.02208615788322764
-33.96507880437752,29.086961561322898,0.022304832713754646
-33.9582390553873,29.084782428315442,0.022523507544281653
-33.95139611091219,29.082597540992676,0.02274218237480866
-33.94454997286987,29.080406901917897,0.022960857205335666
-33.937700643178104,29.078210513654437,0.023179532035862673
-33.93084812375458,29.07600837876559,0.02339820686638968
-33.92399241651705,29.07380049981469,0.023616881696916683
-33.917133523383214,29.07158687936503,0.02383555652744369
-33.91027144627081,29.069367519979938,0.024054231357970697
-33.90340618709755,29.06714242422272,0.024272906188497704
-33.89653774778119,29.064911594656703,0.02449158101902471
-33.889666130239405,29.062675033845192,0.024710255849551718
-33.88279133638994,29.06043274435149,0.024928930680078724
-33.875913368150535,29.058184728738933,0.025147605510605728
-33.86903222743888,29.05593098957081,0.025366280341132735
-33.86214791617274,29.053671529410465,0.02558495517165974
-33.855260436269795,29.051406350821175,0.02580363000218675
-33.84836978964781,29.049135456366297,0.026022304832713755
-33.84147597822447,29.046858848609105,0.026240979663240762
-33.83457900391753,29.04457653011294,0.02645965449376777
-33.827678868644696,29.042288503441096,0.026678329324294772
-33.8207755743237,29.039994771156902,0.02689700415482178
-33.81386912287225,29.037695335823663,0.027115678985348786
-33.80695951620809,29.035390200004702,0.027334353815875793
-33.80004675624894,29.033079366263337,0.0275530286464028
-33.793130844912504,29.030762837162854,0.027771703476929806
